Application_ID,Age,Education_Level,Course_Type,Course_Duration,Institution_Type,Institution_Location,Admission_Status,Annual_Course_Fee,Total_Education_Cost,Loan_Amount,Family_Monthly_Income,Family_Existing_EMI,Number_of_Dependents,Previous_Academic_Performance,Co_Applicant_Occupation,Co_Applicant_Monthly_Income,Loan_Approval
EL100203,20,Postgraduate,Commerce,2,University,Semi Urban,Confirmed,100000,216000,135000,31500,8800,4,Excellent,Self Employed,22300,Approved
EL100204,17,Postgraduate,Commerce,2,College,Semi Urban,Confirmed,130000,279000,186000,30500,6600,4,Average,Private Employee,34100,Rejected
EL100205,20,Postgraduate,Science,3,Government,Semi Urban,Confirmed,80000,299000,185000,107400,17300,4,Below Average,Private Employee,44700,Approved
EL100206,19,Postgraduate,Engineering,3,Government,Semi Urban,Confirmed,171000,638000,528000,36100,9000,1,Average,Not Applicable,0,Rejected
EL100207,20,Postgraduate,Other Professional,2,College,Urban,Confirmed,95000,212000,167000,68000,12700,1,Below Average,Professional,33400,Approved
EL100208,17,Diploma,Computer Science,4,College,Urban,Confirmed,179000,753000,743000,51100,11800,1,Average,Business Owner,28100,Approved
EL100209,23,Postgraduate,Law,3,Private,Semi Urban,Provisional,172000,583000,403000,32700,4600,2,Below Average,Salaried,38700,Rejected
EL100210,23,Postgraduate,Computer Science,1,Private,Urban,Confirmed,374000,395000,308000,35400,1200,1,Average,Government Employee,21300,Approved
EL100211,27,Postgraduate,Engineering,2,College,Urban,Provisional,180000,388000,334000,72500,17000,2,Average,Salaried,26700,Approved
EL100212,27,Professional Course,Management,4,Private,Urban,Confirmed,544000,2382000,2152000,40800,14900,3,Below Average,Government Employee,36000,Rejected
EL100213,22,Postgraduate,Medical,4,University,Semi Urban,Confirmed,471000,2294000,1296000,32000,3200,4,Good,Self Employed,69200,Approved
EL100214,25,PhD,Medical,6,College,Rural,Confirmed,451000,3044000,2468000,26800,3500,2,Good,Government Employee,21200,Rejected
EL100215,22,Postgraduate,Law,2,Private,Semi Urban,Confirmed,251000,528000,408000,47100,6600,2,Average,Government Employee,18300,Approved
EL100216,20,Undergraduate,Management,4,Private,Semi Urban,Confirmed,459000,2162000,1720000,31000,0,2,Average,Government Employee,34800,Approved
EL100217,20,Postgraduate,Engineering,3,College,Semi Urban,Confirmed,192000,613000,465000,54000,2900,4,Excellent,Salaried,57800,Approved
EL100218,23,Undergraduate,Management,4,Private,Urban,Confirmed,408000,2005000,2005000,143200,22500,0,Good,Government Employee,46500,Approved
EL100219,35,Undergraduate,Commerce,4,Government,Semi Urban,Confirmed,72000,317000,195000,52000,6300,1,Average,Salaried,30100,Rejected
EL100220,25,Undergraduate,Medical,4,Private,Semi Urban,Confirmed,867000,3806000,2312000,98900,13000,1,Excellent,Private Employee,58300,Approved
EL100221,22,Diploma,Engineering,5,University,Rural,Confirmed,145000,819000,513000,28100,3700,3,Good,Salaried,11000,Approved
EL100222,23,Postgraduate,Science,3,Government,Urban,Provisional,52000,167000,118000,56500,6800,1,Good,Government Employee,51900,Approved
EL100223,23,Postgraduate,Medical,5,University,Rural,Confirmed,352000,1856000,1474000,75200,4600,4,Good,Private Employee,25000,Approved
EL100224,21,Postgraduate,Law,2,Government,Semi Urban,Confirmed,110000,271000,185000,80000,13500,4,Below Average,Private Employee,42000,Approved
EL100225,24,Undergraduate,Engineering,3,Government,Urban,Confirmed,160000,587000,529000,76100,12100,3,Good,Government Employee,51800,Approved
EL100226,20,Professional Course,Commerce,4,Government,Urban,Confirmed,82000,405000,304000,40500,2100,2,Below Average,Not Applicable,0,Rejected
EL100227,17,Professional Course,Commerce,1,Private,Urban,Confirmed,188000,223000,164000,62600,10500,4,Good,Salaried,30900,Approved
EL100228,23,Diploma,Engineering,4,College,Semi Urban,Confirmed,203000,855000,471000,24100,1800,1,Below Average,Not Applicable,0,Rejected
EL100229,23,Undergraduate,Commerce,2,Private,Urban,Provisional,143000,356000,356000,89600,16900,1,Average,Not Applicable,0,Rejected
EL100230,20,Professional Course,Management,2,College,Semi Urban,Provisional,332000,791000,588000,24900,3100,2,Good,Not Applicable,0,Rejected
EL100231,22,Diploma,Management,2,Government,Semi Urban,Confirmed,277000,628000,625000,75100,12400,2,Excellent,Professional,33600,Rejected
EL100232,24,Undergraduate,Science,5,Private,Semi Urban,Confirmed,96000,574000,377000,67600,9900,0,Below Average,Professional,68200,Rejected
EL100233,21,Undergraduate,Other Professional,5,Private,Urban,Confirmed,139000,809000,708000,67400,8400,2,Average,Salaried,22600,Rejected
EL100234,19,Undergraduate,Engineering,3,College,Rural,Confirmed,178000,632000,421000,112700,18000,4,Excellent,Salaried,25900,Approved
EL100235,19,Diploma,Commerce,4,University,Rural,Provisional,137000,666000,666000,67900,14000,0,Below Average,Business Owner,49800,Approved
EL100236,20,Postgraduate,Engineering,2,University,Semi Urban,Confirmed,150000,371000,341000,20700,2900,0,Good,Private Employee,78900,Approved
EL100237,26,Undergraduate,Engineering,3,Private,Urban,Confirmed,174000,631000,554000,53900,7500,4,Excellent,Self Employed,30500,Rejected
EL100238,20,Undergraduate,Engineering,5,College,Rural,Confirmed,206000,1266000,812000,15600,1500,3,Good,Salaried,36800,Approved
EL100239,22,Postgraduate,Commerce,4,College,Semi Urban,Provisional,114000,531000,531000,38300,0,0,Average,Government Employee,12400,Rejected
EL100240,20,Postgraduate,Arts,4,College,Rural,Confirmed,92000,411000,411000,32500,4300,2,Good,Business Owner,60200,Approved
EL100241,20,Postgraduate,Computer Science,2,Private,Urban,Confirmed,291000,689000,478000,55200,900,1,Average,Business Owner,16400,Approved
EL100242,18,Undergraduate,Other Professional,4,Government,Semi Urban,Confirmed,78000,362000,280000,26600,2100,1,Good,Government Employee,22100,Approved
EL100243,21,Postgraduate,Arts,5,University,Urban,Confirmed,95000,504000,448000,27000,1400,0,Excellent,Salaried,33000,Rejected
EL100244,19,Professional Course,Engineering,5,Private,Urban,Confirmed,242000,1410000,640000,51600,3400,1,Excellent,Professional,20800,Approved
EL100245,25,Undergraduate,Medical,4,University,Semi Urban,Provisional,400000,1814000,1672000,72200,5100,2,Below Average,Professional,10200,Rejected
EL100246,21,Postgraduate,Computer Science,2,Government,Urban,Confirmed,174000,391000,353000,40200,7000,1,Excellent,Salaried,15100,Rejected
EL100247,21,Undergraduate,Management,5,Private,Urban,Confirmed,394000,2354000,1567000,128200,20500,1,Below Average,Self Employed,31400,Approved
EL100248,20,Undergraduate,Engineering,4,Government,Urban,Confirmed,145000,712000,300000,33800,4700,1,Good,Salaried,67700,Approved
EL100249,22,PhD,Engineering,3,Private,Urban,Confirmed,243000,794000,635000,56400,13500,0,Below Average,Private Employee,64800,Rejected
EL100250,26,Professional Course,Management,2,Government,Semi Urban,Confirmed,171000,413000,240000,47600,19300,2,Excellent,Private Employee,36700,Rejected
EL100251,17,Undergraduate,Computer Science,4,College,Urban,Confirmed,238000,1032000,528000,33800,5900,3,Good,Private Employee,32400,Approved
EL100252,22,Undergraduate,Commerce,4,Government,Urban,Confirmed,69000,322000,259000,77300,16400,4,Excellent,Government Employee,46100,Approved
EL100253,17,Undergraduate,Arts,5,Private,Semi Urban,Confirmed,112000,683000,647000,25700,4000,1,Good,Private Employee,61600,Rejected
EL100254,25,Postgraduate,Other Professional,5,Government,Rural,Confirmed,95000,585000,420000,14200,2700,1,Average,Self Employed,31700,Approved
EL100255,21,Undergraduate,Science,4,Government,Urban,Confirmed,93000,414000,384000,37700,0,2,Excellent,Government Employee,32300,Rejected
EL100256,17,Postgraduate,Management,5,Private,Urban,Provisional,490000,2974000,2527000,35300,0,1,Below Average,Business Owner,33300,Rejected
EL100257,17,Undergraduate,Computer Science,2,Government,Rural,Provisional,154000,378000,206000,68300,0,2,Average,Government Employee,51800,Approved
EL100258,24,Postgraduate,Medical,4,Private,Rural,Confirmed,768000,3332000,2222000,21500,1600,2,Average,Not Applicable,0,Rejected
EL100259,17,Professional Course,Other Professional,1,Government,Semi Urban,Confirmed,67000,76000,69000,52100,13200,2,Good,Business Owner,30000,Approved
EL100260,22,Undergraduate,Computer Science,4,University,Urban,Confirmed,177000,853000,568000,49100,7500,1,Below Average,Professional,37100,Approved
EL100261,20,Diploma,Medical,5,College,Urban,Confirmed,557000,2932000,2559000,47200,4500,2,Average,Private Employee,10500,Rejected
EL100262,20,PhD,Arts,6,University,Semi Urban,Confirmed,122000,860000,592000,67600,12300,2,Below Average,Government Employee,49200,Approved
EL100263,19,Undergraduate,Computer Science,5,Government,Semi Urban,Provisional,147000,833000,715000,39700,6400,0,Excellent,Salaried,53700,Approved
EL100264,18,Professional Course,Other Professional,4,Private,Rural,Provisional,179000,826000,673000,41200,300,1,Good,Professional,10200,Approved
EL100265,19,Postgraduate,Engineering,4,Government,Urban,Confirmed,122000,553000,394000,50300,8700,2,Average,Business Owner,23700,Approved
EL100266,23,Postgraduate,Management,3,Private,Urban,Confirmed,390000,1274000,1088000,38100,7800,0,Average,Professional,24100,Approved
EL100267,20,Postgraduate,Law,4,College,Rural,Confirmed,150000,672000,286000,20400,6500,1,Good,Business Owner,18200,Rejected
EL100268,22,Undergraduate,Computer Science,4,Government,Rural,Provisional,167000,816000,479000,32700,4000,2,Good,Salaried,19700,Rejected
EL100269,20,Undergraduate,Management,3,Private,Semi Urban,Confirmed,291000,1023000,696000,35300,10000,2,Good,Private Employee,22300,Rejected
EL100270,23,Postgraduate,Commerce,1,College,Urban,Provisional,95000,109000,101000,30300,2800,0,Good,Government Employee,41600,Approved
EL100271,22,Diploma,Commerce,2,Private,Semi Urban,Confirmed,165000,393000,209000,34300,11600,3,Good,Private Employee,59000,Approved
EL100272,19,Professional Course,Engineering,5,Government,Urban,Confirmed,137000,744000,554000,43900,3400,0,Good,Business Owner,40300,Rejected
EL100273,18,Postgraduate,Medical,4,College,Urban,Confirmed,458000,1954000,1559000,35000,6600,3,Good,Private Employee,18000,Approved
EL100274,24,Undergraduate,Management,3,Government,Urban,Confirmed,244000,849000,668000,61500,9600,4,Good,Business Owner,45900,Approved
EL100275,18,Undergraduate,Medical,5,University,Urban,Provisional,665000,3499000,2573000,62000,16400,1,Excellent,Salaried,41400,Approved
EL100276,23,Professional Course,Management,3,Government,Urban,Confirmed,221000,716000,470000,12200,3100,0,Excellent,Private Employee,5900,Rejected
EL100277,21,Undergraduate,Management,3,College,Urban,Provisional,365000,1307000,932000,19600,700,0,Average,Salaried,58800,Approved
EL100278,19,Professional Course,Arts,4,University,Urban,Confirmed,84000,413000,370000,12100,1200,3,Below Average,Private Employee,32000,Rejected
EL100279,23,Undergraduate,Computer Science,3,Private,Urban,Confirmed,278000,923000,597000,35000,11200,4,Good,Government Employee,32700,Rejected
EL100280,26,Undergraduate,Management,3,College,Urban,Confirmed,271000,916000,390000,33900,4700,2,Below Average,Salaried,11400,Approved
EL100281,23,Undergraduate,Medical,4,Government,Rural,Confirmed,488000,2315000,1898000,43300,8800,4,Average,Not Applicable,0,Rejected
EL100282,21,Postgraduate,Management,3,College,Semi Urban,Confirmed,256000,930000,906000,61200,2100,3,Below Average,Government Employee,35800,Approved
EL100283,27,Undergraduate,Engineering,3,University,Urban,Provisional,245000,810000,480000,39300,4200,2,Good,Business Owner,45500,Rejected
EL100284,17,Professional Course,Other Professional,1,Government,Semi Urban,Confirmed,69000,84000,80000,29700,2000,4,Average,Business Owner,14400,Rejected
EL100285,17,Postgraduate,Engineering,5,Private,Urban,Confirmed,255000,1587000,1314000,40000,8500,2,Good,Private Employee,39400,Approved
EL100286,19,Undergraduate,Science,4,Government,Urban,Confirmed,75000,320000,184000,31400,6200,2,Below Average,Self Employed,39800,Rejected
EL100287,26,Postgraduate,Commerce,5,Private,Urban,Provisional,117000,640000,412000,19200,4600,2,Excellent,Business Owner,27300,Rejected
EL100288,24,Undergraduate,Science,4,Private,Rural,Provisional,117000,559000,357000,64800,2100,3,Excellent,Professional,14600,Approved
EL100289,17,Postgraduate,Law,2,Private,Urban,Confirmed,195000,412000,319000,49600,8900,1,Average,Salaried,28700,Rejected
EL100290,19,Diploma,Science,3,College,Rural,Confirmed,122000,405000,293000,82800,10900,2,Excellent,Salaried,17600,Approved
EL100291,17,Professional Course,Computer Science,3,College,Semi Urban,Confirmed,238000,870000,797000,21600,0,1,Below Average,Private Employee,20300,Rejected
EL100292,21,Postgraduate,Medical,4,Private,Urban,Provisional,944000,4480000,3931000,17900,3100,0,Excellent,Private Employee,56300,Approved
EL100293,24,Undergraduate,Commerce,4,University,Rural,Provisional,76000,358000,186000,25100,6200,1,Excellent,Salaried,31200,Approved
EL100294,24,Postgraduate,Engineering,4,Government,Urban,Confirmed,155000,727000,391000,49000,13300,2,Good,Government Employee,28400,Approved
EL100295,22,Postgraduate,Management,4,College,Semi Urban,Confirmed,251000,1155000,973000,61700,7800,1,Average,Business Owner,15600,Rejected
EL100296,20,Postgraduate,Science,2,College,Semi Urban,Provisional,106000,255000,172000,46300,9500,1,Good,Professional,29000,Approved
EL100297,21,Undergraduate,Computer Science,5,College,Urban,Confirmed,167000,1021000,739000,43100,7700,0,Below Average,Salaried,27400,Rejected
EL100298,23,Undergraduate,Medical,4,University,Urban,Confirmed,678000,3279000,2728000,61500,3800,3,Average,Government Employee,17300,Approved
EL100299,29,Professional Course,Law,4,Private,Rural,Confirmed,214000,981000,862000,31900,1600,2,Average,Salaried,54000,Approved
EL100300,17,Professional Course,Engineering,2,Government,Urban,Confirmed,130000,313000,177000,68100,8600,0,Good,Not Applicable,0,Approved
EL100301,27,Undergraduate,Law,2,Private,Rural,Confirmed,185000,444000,185000,108300,11800,2,Good,Salaried,19400,Approved
EL100302,22,Professional Course,Arts,4,Government,Urban,Confirmed,71000,324000,238000,23600,3300,2,Average,Salaried,37000,Rejected
EL100303,24,Diploma,Engineering,3,Private,Urban,Provisional,189000,633000,394000,35300,3300,2,Below Average,Private Employee,10700,Rejected
EL100304,22,Undergraduate,Engineering,5,Private,Urban,Confirmed,286000,1619000,1230000,20000,3000,3,Below Average,Salaried,35400,Rejected
EL100305,26,Professional Course,Other Professional,4,University,Urban,Confirmed,110000,505000,372000,24800,800,2,Excellent,Business Owner,45700,Approved
EL100306,22,Professional Course,Engineering,4,University,Rural,Confirmed,139000,600000,362000,48800,13000,1,Good,Salaried,16000,Approved
EL100307,19,Postgraduate,Other Professional,3,Government,Urban,Confirmed,54000,177000,177000,17300,0,3,Average,Private Employee,30000,Approved
EL100308,23,Diploma,Management,5,University,Semi Urban,Confirmed,272000,1456000,1096000,27200,3300,1,Average,Salaried,31900,Rejected
EL100309,25,Undergraduate,Management,5,Private,Urban,Confirmed,418000,2225000,1477000,68000,7600,4,Good,Business Owner,145700,Approved
EL100310,21,Postgraduate,Commerce,2,Government,Urban,Provisional,60000,140000,107000,44900,5300,4,Below Average,Salaried,122900,Approved
EL100311,17,Diploma,Computer Science,3,Private,Urban,Confirmed,214000,764000,634000,58900,3200,1,Good,Salaried,35500,Approved
EL100312,21,Postgraduate,Management,5,Government,Semi Urban,Confirmed,161000,944000,618000,21000,0,3,Good,Professional,20600,Approved
EL100313,21,Undergraduate,Commerce,2,Private,Semi Urban,Confirmed,123000,294000,294000,41500,6300,4,Average,Not Applicable,0,Rejected
EL100314,21,Postgraduate,Management,2,Private,Urban,Confirmed,462000,1045000,545000,103100,11500,4,Average,Government Employee,55200,Approved
EL100315,19,PhD,Engineering,6,Government,Rural,Confirmed,148000,1074000,571000,28800,4700,0,Below Average,Business Owner,11800,Rejected
EL100316,26,PhD,Science,5,Private,Urban,Confirmed,121000,726000,370000,31400,0,1,Excellent,Business Owner,9400,Approved
EL100317,17,Undergraduate,Computer Science,5,Private,Semi Urban,Confirmed,272000,1621000,1217000,53700,15300,2,Excellent,Self Employed,15800,Rejected
EL100318,21,Postgraduate,Commerce,3,College,Urban,Confirmed,114000,411000,337000,25600,3100,2,Below Average,Private Employee,45200,Rejected
EL100319,21,Undergraduate,Computer Science,4,Government,Semi Urban,Confirmed,133000,583000,408000,57400,0,1,Good,Private Employee,46700,Rejected
EL100320,28,Postgraduate,Commerce,3,Private,Urban,Confirmed,187000,653000,536000,16300,2400,0,Good,Self Employed,37900,Approved
EL100321,21,Undergraduate,Medical,4,Government,Urban,Provisional,415000,2000000,1637000,12000,1100,2,Average,Private Employee,54800,Rejected
EL100322,23,Professional Course,Law,5,Government,Semi Urban,Confirmed,116000,620000,431000,47000,1300,1,Below Average,Private Employee,26900,Rejected
EL100323,21,Postgraduate,Management,4,Private,Semi Urban,Provisional,425000,1869000,1522000,24600,5900,2,Below Average,Government Employee,25600,Approved
EL100324,21,Postgraduate,Law,5,Private,Urban,Confirmed,211000,1211000,873000,30200,6500,1,Below Average,Professional,36700,Rejected
EL100325,27,Diploma,Science,3,University,Semi Urban,Confirmed,90000,306000,211000,62200,10000,2,Excellent,Private Employee,76200,Approved
