Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Vehicle_Type,Vehicle_Condition,Vehicle_Price,Down_Payment,Loan_Amount,Loan_Tenure,Vehicle_Usage,Number_of_Dependents,Loan_Approval
VL100241,32,Private Employee,Permanent,53600,2.0,12000,Motorcycle,Used,69000,4700,64300,5,Personal,1,Approved
VL100242,34,Government Employee,Permanent,47400,10.4,10400,Scooter,New,68000,13700,54300,3,Personal,0,Approved
VL100243,43,Self Employed,Self Employed,55800,15.8,5100,Scooter,New,77000,24700,52300,3,Commercial,2,Approved
VL100244,41,Salaried,Permanent,33400,21.0,0,Car,Used,484000,152400,331600,7,Business,2,Approved
VL100245,37,Private Employee,Permanent,38000,17.0,0,Scooter,New,82000,15000,67000,2,Personal,3,Approved
VL100246,25,Professional,Permanent,26200,2.5,700,Motorcycle,Used,60000,16000,44000,5,Business,0,Approved
VL100247,47,Self Employed,Self Employed,67100,4.7,2000,SUV,New,1595000,316200,1278800,3,Commercial,3,Approved
VL100248,40,Salaried,Permanent,37800,8.3,8500,Car,Used,409000,154800,254200,1,Personal,1,Rejected
VL100249,38,Government Employee,Permanent,78200,3.1,4600,SUV,Used,996000,248400,747600,3,Business,2,Approved
VL100250,44,Business Owner,Business,21800,2.2,2800,Scooter,New,85000,5100,79900,3,Personal,1,Approved
VL100251,33,Salaried,Permanent,39300,8.7,0,Commercial Vehicle,New,1904000,314000,1590000,1,Personal,4,Approved
VL100252,38,Self Employed,Self Employed,37800,9.8,2800,SUV,New,1649000,341100,1307900,5,Personal,2,Approved
VL100253,29,Salaried,Permanent,17000,5.6,1800,Commercial Vehicle,New,2115000,238200,1876800,5,Personal,4,Rejected
VL100254,32,Salaried,Permanent,50400,6.8,5000,Scooter,Used,40000,8900,31100,3,Personal,3,Approved
VL100255,40,Professional,Permanent,60600,15.1,0,Motorcycle,New,121000,18700,102300,3,Commercial,2,Approved
VL100256,35,Business Owner,Business,26100,3.8,4000,Commercial Vehicle,New,2002000,518700,1483300,7,Commercial,3,Approved
VL100257,36,Government Employee,Permanent,36900,15.1,6100,Motorcycle,Used,49000,5300,43700,5,Personal,2,Approved
VL100258,32,Private Employee,Permanent,25400,1.8,2000,Motorcycle,Used,83000,14600,68400,5,Personal,1,Rejected
VL100259,21,Private Employee,Permanent,65900,0.4,0,SUV,Used,794000,245300,548700,5,Personal,2,Approved
VL100260,46,Salaried,Permanent,16900,11.2,2500,Car,Used,493000,102900,390100,7,Business,0,Approved
VL100261,27,Business Owner,Business,15000,7.0,1900,Car,Used,516000,113900,402100,3,Personal,1,Rejected
VL100262,42,Self Employed,Self Employed,51700,2.7,10900,Motorcycle,New,128000,14700,113300,2,Personal,3,Approved
VL100263,34,Professional,Permanent,45600,4.5,700,SUV,Used,860000,148000,712000,7,Personal,2,Approved
VL100264,38,Salaried,Contract,48100,7.1,11600,SUV,New,1589000,241400,1347600,5,Personal,3,Rejected
VL100265,32,Salaried,Permanent,41100,5.3,2400,Car,New,793000,148900,644100,3,Business,3,Approved
VL100266,31,Salaried,Permanent,56700,3.1,15900,Scooter,New,71000,29200,41800,3,Personal,0,Rejected
VL100267,25,Private Employee,Contract,37100,1.3,1600,Electric Vehicle,Used,633000,166600,466400,5,Personal,1,Approved
VL100268,46,Professional,Permanent,30900,14.7,4100,SUV,New,1218000,275800,942200,1,Personal,1,Rejected
VL100269,41,Business Owner,Business,87500,5.9,0,Car,New,753000,122800,630200,3,Commercial,2,Approved
VL100270,38,Business Owner,Business,43900,12.0,3600,Motorcycle,New,105000,15900,89100,3,Personal,1,Approved
VL100271,41,Professional,Permanent,30700,3.6,2600,SUV,New,1313000,277500,1035500,3,Business,2,Rejected
VL100272,38,Self Employed,Self Employed,34400,0.4,4600,Scooter,New,71000,17900,53100,7,Personal,3,Approved
VL100273,24,Private Employee,Contract,22300,2.0,1600,Car,New,799000,167900,631100,3,Commercial,2,Approved
VL100274,40,Salaried,Contract,69400,4.5,5900,Motorcycle,New,115000,16200,98800,2,Personal,1,Approved
VL100275,30,Government Employee,Permanent,23000,5.3,4400,Electric Vehicle,New,1407000,300400,1106600,3,Commercial,0,Rejected
VL100276,39,Private Employee,Contract,36600,5.8,1700,Electric Vehicle,Used,510000,135500,374500,3,Personal,2,Approved
VL100277,28,Professional,Permanent,43500,1.2,2900,SUV,New,1549000,481500,1067500,5,Personal,1,Rejected
VL100278,21,Private Employee,Permanent,15800,0.4,2100,Car,New,701000,209800,491200,1,Personal,2,Rejected
VL100279,30,Private Employee,Permanent,31600,3.4,3400,Scooter,Used,40000,6600,33400,7,Personal,1,Approved
VL100280,30,Private Employee,Permanent,37000,1.3,3300,Car,New,802000,0,802000,5,Personal,4,Rejected
VL100281,47,Business Owner,Business,26500,16.7,2800,Motorcycle,New,97000,8900,88100,3,Personal,0,Approved
VL100282,41,Private Employee,Permanent,30500,9.6,0,Motorcycle,Used,53000,4700,48300,3,Personal,1,Approved
VL100283,61,Private Employee,Permanent,47900,27.8,12300,Motorcycle,Used,51000,11000,40000,2,Personal,1,Approved
VL100284,35,Private Employee,Permanent,61700,1.7,3600,SUV,New,1370000,147300,1222700,3,Personal,2,Approved
VL100285,33,Salaried,Permanent,41700,0.8,1100,Car,New,900000,122200,777800,2,Personal,0,Approved
VL100286,33,Salaried,Permanent,17600,4.4,2100,Electric Vehicle,New,1426000,237100,1188900,2,Personal,1,Rejected
VL100287,34,Government Employee,Permanent,28000,14.0,200,Commercial Vehicle,New,1690000,818600,871400,5,Business,4,Approved
VL100288,35,Professional,Permanent,27100,7.1,1900,Scooter,New,76000,25900,50100,1,Personal,3,Approved
VL100289,28,Private Employee,Permanent,20800,1.8,4100,Car,Used,490000,81400,408600,2,Personal,0,Rejected
VL100290,32,Salaried,Contract,18800,2.4,1900,Electric Vehicle,New,1352000,494200,857800,5,Personal,1,Rejected
VL100291,29,Private Employee,Permanent,40000,9.0,1600,Car,New,871000,184200,686800,7,Personal,0,Approved
VL100292,34,Salaried,Permanent,27500,8.1,200,SUV,Used,608000,81300,526700,2,Personal,0,Approved
VL100293,50,Self Employed,Self Employed,49500,15.5,6300,Electric Vehicle,Used,716000,171800,544200,5,Commercial,1,Approved
VL100294,45,Private Employee,Permanent,60300,12.5,1600,SUV,Used,644000,73700,570300,5,Personal,0,Approved
VL100295,62,Private Employee,Contract,15000,2.9,400,Car,New,830000,19400,810600,1,Personal,2,Approved
VL100296,36,Self Employed,Self Employed,85100,5.5,10800,Motorcycle,Used,51000,700,50300,3,Personal,3,Rejected
VL100297,46,Government Employee,Permanent,47100,11.1,7900,Scooter,New,81000,24400,56600,7,Personal,2,Approved
VL100298,32,Salaried,Permanent,46900,12.0,1900,SUV,Used,669000,124600,544400,3,Commercial,1,Approved
VL100299,39,Salaried,Contract,47200,1.3,0,Scooter,New,82000,8300,73700,7,Personal,2,Rejected
VL100300,32,Professional,Permanent,33800,12.0,2400,Scooter,New,75000,17400,57600,3,Business,4,Approved
VL100301,54,Salaried,Permanent,20100,17.4,3000,SUV,New,1620000,106700,1513300,5,Business,1,Rejected
VL100302,34,Self Employed,Self Employed,34100,0.9,4300,Car,Used,474000,48100,425900,3,Personal,1,Rejected
VL100303,29,Professional,Permanent,15000,6.9,700,Motorcycle,New,111000,26600,84400,2,Business,0,Approved
VL100304,37,Private Employee,Contract,78900,15.2,10200,SUV,New,1461000,539200,921800,3,Personal,1,Approved
VL100305,30,Salaried,Permanent,26200,1.4,1100,Motorcycle,Used,58000,4600,53400,5,Personal,0,Approved
VL100306,53,Private Employee,Permanent,40400,7.0,500,Electric Vehicle,New,1385000,138300,1246700,5,Personal,1,Rejected
VL100307,38,Salaried,Permanent,19600,16.7,4200,Car,New,713000,130100,582900,3,Business,4,Rejected
VL100308,53,Salaried,Permanent,62400,33.0,12100,Motorcycle,Used,52000,13400,38600,3,Personal,2,Approved
VL100309,37,Private Employee,Permanent,36700,6.9,1000,Car,New,721000,164500,556500,7,Personal,1,Approved
VL100310,37,Salaried,Permanent,60700,12.4,8500,Car,New,795000,125600,669400,2,Commercial,0,Approved
VL100311,37,Government Employee,Permanent,60200,5.2,0,Electric Vehicle,Used,819000,152100,666900,3,Business,1,Approved
VL100312,37,Private Employee,Contract,16900,5.2,3600,Scooter,New,70000,15400,54600,2,Personal,4,Rejected
VL100313,41,Self Employed,Self Employed,32600,4.3,4900,Car,New,743000,264900,478100,5,Business,4,Rejected
VL100314,39,Professional,Contract,30000,3.9,3500,Car,New,717000,200300,516700,3,Commercial,1,Approved
VL100315,28,Private Employee,Permanent,23500,6.0,0,Car,Used,380000,47500,332500,5,Commercial,2,Approved
VL100316,35,Salaried,Permanent,52200,8.8,9700,Motorcycle,Used,71000,4500,66500,5,Personal,0,Approved
VL100317,32,Salaried,Contract,35700,2.6,4500,Electric Vehicle,New,1535000,395600,1139400,2,Personal,2,Rejected
VL100318,30,Self Employed,Self Employed,40300,6.2,5700,SUV,New,1294000,110600,1183400,3,Personal,0,Approved
VL100319,21,Private Employee,Contract,33300,0.4,6500,SUV,New,1623000,384600,1238400,2,Commercial,0,Rejected
VL100320,23,Salaried,Permanent,38700,1.0,5700,Car,New,800000,213200,586800,3,Personal,2,Approved
VL100321,32,Private Employee,Permanent,29400,6.7,0,Electric Vehicle,New,1126000,329900,796100,2,Personal,1,Approved
VL100322,32,Salaried,Contract,60300,2.2,11500,Electric Vehicle,New,1171000,118300,1052700,1,Personal,3,Approved
VL100323,47,Salaried,Permanent,42100,24.7,1600,Motorcycle,Used,73000,19900,53100,1,Personal,1,Approved
VL100324,29,Salaried,Permanent,18400,1.9,1400,Car,Used,461000,137500,323500,7,Business,0,Rejected
VL100325,21,Government Employee,Permanent,40500,0.5,2900,Scooter,Used,52000,9200,42800,5,Commercial,1,Approved
VL100326,23,Private Employee,Permanent,33700,0.3,0,Scooter,New,90000,10700,79300,5,Personal,3,Approved
VL100327,34,Professional,Permanent,45300,6.7,1700,Car,Used,345000,68400,276600,7,Personal,2,Approved
VL100328,42,Private Employee,Permanent,35300,16.7,400,Electric Vehicle,New,1491000,310500,1180500,5,Personal,1,Approved
VL100329,43,Professional,Permanent,40100,13.7,600,Electric Vehicle,New,1480000,421100,1058900,2,Personal,1,Approved
VL100330,33,Private Employee,Permanent,46700,5.1,4200,Car,Used,412000,84700,327300,5,Business,2,Approved
VL100331,52,Private Employee,Permanent,63200,8.1,10300,Car,New,784000,178200,605800,5,Personal,1,Approved
VL100332,30,Self Employed,Self Employed,37100,0.9,9300,Commercial Vehicle,Used,877000,228700,648300,2,Personal,2,Rejected
VL100333,24,Salaried,Permanent,40200,0.5,5800,Car,New,838000,154400,683600,1,Business,0,Rejected
VL100334,31,Business Owner,Business,79000,3.1,18500,Motorcycle,New,113000,23700,89300,1,Personal,3,Approved
VL100335,24,Salaried,Permanent,47400,1.0,200,Motorcycle,Used,65000,7800,57200,3,Personal,0,Approved
VL100336,31,Self Employed,Self Employed,15000,7.9,3600,Car,New,939000,188500,750500,5,Personal,1,Rejected
VL100337,32,Private Employee,Permanent,22100,12.0,1700,Motorcycle,New,113000,20500,92500,3,Personal,2,Rejected
VL100338,49,Self Employed,Self Employed,35500,1.9,9900,Car,New,878000,165500,712500,2,Personal,2,Rejected
VL100339,25,Professional,Permanent,49700,3.6,1100,Electric Vehicle,New,1424000,142200,1281800,5,Personal,1,Approved
VL100340,53,Self Employed,Self Employed,66000,13.8,12300,Car,New,950000,186900,763100,5,Commercial,2,Approved
VL100341,37,Government Employee,Permanent,17100,3.5,100,Scooter,New,64000,8800,55200,3,Personal,1,Approved
VL100342,52,Professional,Permanent,25800,17.5,200,Electric Vehicle,New,1172000,223800,948200,7,Personal,3,Approved
VL100343,42,Salaried,Permanent,41400,22.0,11500,Motorcycle,New,111000,23100,87900,2,Personal,0,Approved
VL100344,29,Private Employee,Permanent,30900,2.3,1000,Electric Vehicle,New,1558000,556200,1001800,3,Personal,2,Rejected
VL100345,31,Salaried,Permanent,36600,9.3,4400,Commercial Vehicle,New,1538000,226300,1311700,1,Personal,1,Approved
VL100346,33,Private Employee,Permanent,32400,11.5,200,Car,New,853000,112100,740900,2,Personal,2,Approved
VL100347,31,Private Employee,Contract,43200,9.0,4400,Car,Used,406000,74100,331900,3,Business,3,Approved
VL100348,49,Self Employed,Self Employed,76600,22.5,20100,SUV,Used,789000,90400,698600,3,Personal,4,Approved
VL100349,31,Salaried,Permanent,32100,7.3,3900,SUV,New,1372000,11700,1360300,7,Personal,1,Rejected
VL100350,21,Professional,Contract,30600,0.1,1800,Electric Vehicle,Used,1136000,193200,942800,5,Personal,0,Approved
VL100351,32,Government Employee,Permanent,41800,6.9,2900,Motorcycle,New,96000,18200,77800,3,Personal,0,Approved
VL100352,32,Private Employee,Permanent,37900,0.7,3400,Scooter,New,78000,16600,61400,3,Personal,2,Approved
VL100353,32,Professional,Permanent,109100,1.3,11300,Car,New,861000,151900,709100,5,Personal,1,Approved
VL100354,35,Private Employee,Permanent,31600,7.3,4200,Scooter,New,87000,11500,75500,3,Personal,3,Rejected
VL100355,37,Salaried,Permanent,47800,5.5,7800,Commercial Vehicle,Used,902000,205500,696500,3,Personal,3,Rejected
VL100356,48,Government Employee,Permanent,27600,1.8,1400,SUV,New,1490000,236500,1253500,5,Commercial,0,Approved
VL100357,39,Salaried,Permanent,30900,7.2,4600,Motorcycle,Used,56000,8400,47600,2,Business,0,Rejected
VL100358,21,Salaried,Permanent,23400,0.5,0,Motorcycle,New,126000,32000,94000,7,Personal,3,Rejected
VL100359,24,Salaried,Permanent,41100,1.6,4800,Car,New,891000,167900,723100,5,Personal,3,Rejected
VL100360,31,Self Employed,Self Employed,20300,7.5,800,SUV,New,1469000,467000,1002000,2,Personal,1,Rejected
VL100361,40,Salaried,Permanent,36900,12.9,3200,Motorcycle,New,121000,12800,108200,1,Business,1,Rejected
VL100362,37,Self Employed,Self Employed,60900,2.1,8600,Car,New,927000,332200,594800,3,Commercial,0,Approved
VL100363,25,Private Employee,Permanent,48500,0.4,10200,Electric Vehicle,Used,793000,192400,600600,5,Business,2,Rejected
VL100364,40,Self Employed,Self Employed,34300,7.5,2700,SUV,New,1313000,137700,1175300,7,Commercial,2,Approved
VL100365,39,Government Employee,Permanent,87700,10.7,11200,Motorcycle,New,102000,18200,83800,5,Business,2,Approved
VL100366,44,Private Employee,Contract,25800,10.4,3000,Car,Used,537000,78800,458200,3,Personal,1,Approved
VL100367,30,Business Owner,Business,74500,3.4,0,Electric Vehicle,Used,960000,240200,719800,2,Personal,0,Approved
VL100368,40,Private Employee,Contract,26800,19.7,3200,Scooter,Used,51000,7500,43500,3,Personal,2,Approved
VL100369,36,Self Employed,Self Employed,45700,1.1,12000,Car,Used,478000,58600,419400,5,Business,1,Approved
VL100370,21,Business Owner,Business,25600,0.1,4500,Motorcycle,Used,74000,18000,56000,2,Personal,2,Rejected
VL100371,42,Self Employed,Self Employed,42000,8.2,2900,SUV,Used,615000,112200,502800,3,Personal,4,Approved
VL100372,35,Private Employee,Permanent,64300,1.2,4300,Scooter,New,89000,200,88800,3,Commercial,2,Rejected
VL100373,40,Salaried,Permanent,29300,4.2,1600,Car,New,889000,269300,619700,2,Personal,2,Rejected
VL100374,21,Self Employed,Self Employed,70900,0.7,10800,Car,Used,441000,81300,359700,7,Personal,1,Approved
VL100375,33,Private Employee,Permanent,34200,11.9,3600,Scooter,New,72000,13300,58700,1,Personal,0,Approved
VL100376,28,Salaried,Contract,26600,3.3,0,Car,New,947000,273000,674000,5,Commercial,0,Approved
VL100377,45,Private Employee,Permanent,71100,8.1,11000,Commercial Vehicle,Used,965000,240500,724500,5,Business,0,Approved
VL100378,32,Private Employee,Permanent,26400,12.0,3800,Commercial Vehicle,New,2051000,817500,1233500,3,Personal,2,Rejected
VL100379,34,Government Employee,Permanent,15400,5.4,1500,SUV,New,1461000,204900,1256100,2,Business,3,Approved
VL100380,32,Salaried,Permanent,16700,1.4,2000,Commercial Vehicle,New,1786000,484200,1301800,7,Personal,1,Rejected
VL100381,38,Business Owner,Business,47600,5.4,1600,Car,New,735000,103800,631200,3,Personal,1,Approved
VL100382,34,Government Employee,Permanent,24100,1.5,5300,Motorcycle,New,108000,25500,82500,7,Personal,3,Rejected
VL100383,29,Self Employed,Self Employed,31900,2.2,0,Car,New,781000,232400,548600,1,Commercial,3,Rejected
VL100384,39,Private Employee,Contract,31100,9.0,3000,SUV,New,1581000,245300,1335700,3,Personal,2,Approved
VL100385,34,Salaried,Permanent,64000,1.0,6500,Car,Used,511000,213900,297100,3,Business,1,Approved
VL100386,30,Professional,Permanent,48100,10.0,3300,Scooter,New,67000,17100,49900,2,Business,0,Approved
VL100387,30,Government Employee,Permanent,48100,6.4,5100,Motorcycle,Used,87000,14800,72200,2,Personal,3,Approved
VL100388,42,Private Employee,Permanent,45300,6.2,900,Car,New,929000,0,929000,3,Personal,1,Approved
VL100389,37,Government Employee,Permanent,31100,9.3,1700,Commercial Vehicle,Used,748000,154400,593600,5,Business,2,Rejected
VL100390,22,Private Employee,Permanent,24100,0.7,500,Scooter,Used,52000,17400,34600,3,Commercial,2,Approved
VL100391,34,Self Employed,Self Employed,21400,9.7,1800,Car,Used,428000,100100,327900,5,Personal,3,Rejected
VL100392,48,Business Owner,Business,43300,11.2,9200,Commercial Vehicle,New,1828000,477500,1350500,1,Personal,1,Approved
VL100393,28,Private Employee,Permanent,30000,0.5,4300,SUV,New,1567000,293900,1273100,1,Personal,0,Rejected
VL100394,35,Business Owner,Business,53300,4.6,0,Car,New,924000,178800,745200,7,Personal,1,Approved
VL100395,26,Private Employee,Permanent,33100,5.9,2600,Car,New,792000,156000,636000,2,Commercial,0,Rejected
VL100396,31,Private Employee,Permanent,46500,6.6,4500,Electric Vehicle,New,1255000,205100,1049900,3,Business,2,Approved
VL100397,32,Government Employee,Permanent,76200,3.0,3600,Motorcycle,New,113000,21900,91100,3,Personal,1,Approved
VL100398,40,Private Employee,Permanent,93000,9.6,5900,Electric Vehicle,Used,712000,136700,575300,3,Personal,2,Approved
VL100399,29,Business Owner,Business,34000,1.5,6900,Electric Vehicle,New,1433000,355500,1077500,7,Personal,1,Rejected
VL100400,48,Salaried,Permanent,48800,7.3,0,Car,Used,686000,131800,554200,1,Personal,2,Approved
VL100401,25,Salaried,Permanent,17000,2.7,2300,Car,New,680000,198300,481700,3,Personal,1,Rejected
VL100402,37,Salaried,Permanent,22500,14.5,0,Scooter,Used,54000,21200,32800,5,Business,1,Approved
VL100403,21,Professional,Contract,38100,0.1,4700,SUV,New,1344000,220500,1123500,3,Personal,2,Approved
VL100404,35,Salaried,Permanent,51300,5.4,1600,Car,Used,419000,148700,270300,7,Business,2,Approved
VL100405,44,Professional,Permanent,28000,21.9,4200,SUV,New,1528000,396700,1131300,5,Personal,2,Rejected
VL100406,37,Professional,Permanent,24700,5.9,6400,Car,New,839000,128000,711000,3,Personal,2,Rejected
VL100407,23,Business Owner,Business,25400,0.2,2400,SUV,Used,1162000,383100,778900,5,Commercial,3,Rejected
VL100408,52,Private Employee,Permanent,51900,30.6,10700,SUV,New,1297000,334600,962400,3,Personal,0,Approved
VL100409,43,Private Employee,Permanent,38300,13.8,6000,Car,Used,510000,136700,373300,2,Personal,0,Rejected
VL100410,31,Salaried,Contract,42100,0.5,5800,Motorcycle,New,105000,0,105000,3,Business,2,Rejected
VL100411,35,Government Employee,Permanent,41400,9.5,700,Car,New,875000,227200,647800,2,Business,0,Rejected
VL100412,36,Government Employee,Permanent,46300,3.8,8700,Commercial Vehicle,Used,826000,161300,664700,2,Commercial,3,Approved
VL100413,21,Salaried,Permanent,36100,0.6,4800,Electric Vehicle,Used,683000,162300,520700,3,Personal,2,Approved
VL100414,27,Private Employee,Permanent,42500,4.5,700,Car,Used,525000,134600,390400,1,Business,1,Approved
VL100415,34,Government Employee,Permanent,42200,2.5,1100,Electric Vehicle,New,1132000,270300,861700,5,Personal,1,Approved
VL100416,47,Self Employed,Self Employed,15700,14.3,900,Car,New,737000,179600,557400,3,Personal,0,Approved
VL100417,28,Professional,Permanent,47400,2.3,1500,Car,New,957000,260500,696500,5,Commercial,1,Approved
VL100418,32,Private Employee,Permanent,39700,0.9,3500,Motorcycle,New,115000,20300,94700,3,Personal,0,Rejected
