Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Property_Value,Down_Payment,Property_Type,Property_Location_Type,Number_of_Dependents,Loan_Approval
HL100240,37,Business Owner,Business,26800,16.0,800,3318000,20,4134000,816000,Independent House,Urban,1,Approved
HL100241,22,Self Employed,Self Employed,96700,0.3,17600,5347000,15,7793000,2446000,Builder Floor,Semi Urban,1,Approved
HL100242,34,Salaried,Permanent,40600,2.2,700,4662000,15,6066000,1404000,Villa,Urban,2,Rejected
HL100243,51,Private Employee,Permanent,37800,10.4,4900,2431000,25,4907000,2476000,Villa,Semi Urban,2,Approved
HL100244,41,Private Employee,Permanent,31900,13.2,2300,4131000,15,5051000,920000,Plot,Urban,0,Approved
HL100245,30,Business Owner,Business,61800,7.0,4800,5241000,5,6998000,1757000,Apartment,Urban,1,Approved
HL100246,32,Private Employee,Permanent,119800,10.8,3800,12332000,25,14619000,2287000,Villa,Urban,2,Approved
HL100247,33,Government Employee,Permanent,132000,6.2,9300,16369000,20,23742000,7373000,Builder Floor,Urban,3,Approved
HL100248,41,Government Employee,Permanent,24400,10.6,2900,2514000,25,3412000,898000,Builder Floor,Urban,0,Approved
HL100249,50,Private Employee,Permanent,46200,14.7,6400,5222000,20,6151000,929000,Builder Floor,Urban,0,Rejected
HL100250,47,Private Employee,Permanent,34000,23.5,1900,4952000,20,6210000,1258000,Villa,Urban,4,Rejected
HL100251,42,Business Owner,Business,105700,16.6,11900,6346000,25,9583000,3237000,Villa,Semi Urban,0,Approved
HL100252,26,Private Employee,Permanent,61600,1.2,11800,5036000,5,7496000,2460000,Independent House,Urban,4,Approved
HL100253,26,Salaried,Permanent,40700,3.6,0,4985000,15,5632000,647000,Independent House,Semi Urban,3,Rejected
HL100254,43,Salaried,Contract,56000,19.0,6700,6081000,20,7514000,1433000,Independent House,Semi Urban,0,Approved
HL100255,26,Self Employed,Self Employed,43700,4.6,1900,4941000,30,7890000,2949000,Apartment,Urban,0,Approved
HL100256,36,Business Owner,Business,140000,8.6,5000,16297000,15,20751000,4454000,Apartment,Urban,4,Rejected
HL100257,41,Salaried,Permanent,69300,11.0,9800,5153000,30,6804000,1651000,Independent House,Semi Urban,1,Approved
HL100258,28,Salaried,Permanent,73200,3.1,5600,4541000,25,6582000,2041000,Apartment,Rural,2,Approved
HL100259,29,Private Employee,Permanent,18000,3.9,400,1420000,20,1616000,196000,Apartment,Urban,1,Rejected
HL100260,37,Salaried,Permanent,52600,16.0,11900,6824000,15,8055000,1231000,Apartment,Semi Urban,2,Approved
HL100261,43,Business Owner,Business,172900,10.9,33500,12943000,10,16221000,3278000,Plot,Urban,3,Approved
HL100262,48,Government Employee,Permanent,93500,7.2,0,8653000,20,12808000,4155000,Builder Floor,Urban,2,Approved
HL100263,43,Salaried,Permanent,23600,12.8,0,1988000,10,2880000,892000,Villa,Urban,0,Approved
HL100264,39,Professional,Permanent,54100,13.9,9100,3649000,15,5107000,1458000,Builder Floor,Urban,2,Rejected
HL100265,31,Salaried,Permanent,31500,8.9,3100,2734000,15,3491000,757000,Builder Floor,Urban,2,Approved
HL100266,28,Government Employee,Permanent,111200,1.4,26700,11072000,30,16243000,5171000,Apartment,Urban,1,Approved
HL100267,33,Salaried,Permanent,60500,12.0,10200,3973000,15,5066000,1093000,Apartment,Urban,2,Approved
HL100268,42,Salaried,Permanent,38300,15.8,5500,4363000,20,6011000,1648000,Apartment,Semi Urban,2,Approved
HL100269,41,Salaried,Contract,55000,20.0,2100,6713000,15,9603000,2890000,Apartment,Urban,0,Approved
HL100270,22,Salaried,Permanent,18000,0.1,2900,889000,10,1397000,508000,Independent House,Semi Urban,4,Approved
HL100271,31,Salaried,Permanent,33200,9.3,600,3247000,15,4181000,934000,Apartment,Rural,1,Rejected
HL100272,49,Salaried,Permanent,55100,5.5,12400,5054000,25,6309000,1255000,Builder Floor,Urban,1,Rejected
HL100273,39,Private Employee,Contract,79300,6.8,12200,4637000,20,6938000,2301000,Independent House,Urban,0,Approved
HL100274,25,Self Employed,Self Employed,22600,3.1,1200,1679000,15,2535000,856000,Apartment,Urban,1,Approved
HL100275,59,Government Employee,Permanent,43400,6.8,8000,4296000,25,5268000,972000,Builder Floor,Rural,1,Approved
HL100276,38,Government Employee,Permanent,81100,5.2,24300,10425000,5,12117000,1692000,Builder Floor,Urban,1,Approved
HL100277,41,Private Employee,Permanent,28200,2.8,2900,2000000,25,2966000,966000,Plot,Urban,3,Approved
HL100278,42,Business Owner,Business,75100,15.9,12300,7769000,10,8600000,831000,Plot,Rural,2,Rejected
HL100279,35,Business Owner,Business,69800,3.4,6000,9738000,25,10732000,994000,Builder Floor,Urban,0,Approved
HL100280,31,Salaried,Permanent,117200,4.7,14900,14636000,30,18446000,3810000,Independent House,Urban,2,Approved
HL100281,57,Salaried,Permanent,48800,22.3,0,3799000,25,4922000,1123000,Builder Floor,Rural,2,Approved
HL100282,47,Salaried,Permanent,50200,15.0,6000,5303000,5,6132000,829000,Apartment,Rural,2,Rejected
HL100283,45,Salaried,Permanent,79600,13.0,9800,8912000,20,11692000,2780000,Independent House,Urban,4,Rejected
HL100284,43,Private Employee,Permanent,29800,11.9,7900,2114000,25,2786000,672000,Independent House,Urban,1,Rejected
HL100285,29,Government Employee,Permanent,46600,1.2,0,6268000,20,7659000,1391000,Apartment,Urban,0,Rejected
HL100286,49,Salaried,Contract,44100,11.0,4300,3104000,15,5028000,1924000,Apartment,Urban,0,Approved
HL100287,30,Government Employee,Permanent,48300,4.8,10800,5527000,20,7413000,1886000,Apartment,Urban,1,Rejected
HL100288,41,Private Employee,Permanent,79400,9.9,8000,8235000,10,11940000,3705000,Apartment,Urban,2,Approved
HL100289,23,Salaried,Permanent,69500,0.9,7400,6245000,20,6966000,721000,Apartment,Semi Urban,0,Approved
HL100290,22,Business Owner,Business,48400,0.3,2600,3671000,5,4092000,421000,Independent House,Semi Urban,2,Approved
HL100291,41,Salaried,Permanent,57600,11.3,2600,4823000,20,6489000,1666000,Plot,Rural,3,Approved
HL100292,31,Professional,Permanent,121800,6.4,0,11264000,15,17833000,6569000,Independent House,Semi Urban,3,Approved
HL100293,22,Salaried,Permanent,37300,0.3,2600,5370000,10,6239000,869000,Villa,Urban,2,Rejected
HL100294,43,Business Owner,Business,72300,19.6,3000,8076000,5,10508000,2432000,Apartment,Urban,2,Approved
HL100295,57,Professional,Permanent,57100,36.0,7400,5220000,30,5940000,720000,Plot,Urban,2,Approved
HL100296,51,Professional,Permanent,60600,14.4,3500,5747000,20,6862000,1115000,Apartment,Urban,2,Approved
HL100297,36,Business Owner,Business,32500,3.8,2700,3941000,20,5155000,1214000,Apartment,Urban,1,Rejected
HL100298,38,Self Employed,Self Employed,102200,3.0,8600,8959000,25,10933000,1974000,Independent House,Semi Urban,1,Rejected
HL100299,46,Private Employee,Permanent,38200,9.3,4400,5281000,20,5971000,690000,Builder Floor,Urban,0,Approved
HL100300,48,Self Employed,Self Employed,86000,12.3,6700,8576000,15,9677000,1101000,Builder Floor,Urban,2,Approved
HL100301,35,Salaried,Permanent,41000,2.4,1400,3097000,20,3327000,230000,Plot,Urban,1,Approved
HL100302,38,Private Employee,Permanent,40900,6.2,5200,3206000,15,4322000,1116000,Plot,Rural,0,Rejected
HL100303,41,Private Employee,Permanent,93500,17.2,19200,8495000,20,11602000,3107000,Independent House,Semi Urban,1,Approved
HL100304,43,Business Owner,Business,105900,1.4,13800,11284000,15,15403000,4119000,Villa,Urban,3,Approved
HL100305,37,Private Employee,Permanent,59500,8.0,4200,5492000,30,6441000,949000,Apartment,Urban,1,Rejected
HL100306,37,Government Employee,Permanent,72500,4.9,8000,6164000,20,8812000,2648000,Apartment,Rural,1,Approved
HL100307,50,Private Employee,Permanent,47600,13.5,0,4509000,15,6233000,1724000,Builder Floor,Urban,0,Approved
HL100308,49,Salaried,Permanent,54000,28.0,5900,5834000,20,7485000,1651000,Builder Floor,Semi Urban,0,Approved
HL100309,42,Salaried,Contract,40200,9.4,3500,3983000,10,5025000,1042000,Apartment,Semi Urban,2,Approved
HL100310,53,Private Employee,Contract,81400,12.9,3700,7276000,15,8746000,1470000,Apartment,Semi Urban,0,Approved
HL100311,35,Government Employee,Permanent,37700,10.1,2300,4348000,25,5687000,1339000,Apartment,Urban,1,Rejected
HL100312,53,Salaried,Permanent,105700,18.3,9200,7116000,25,10938000,3822000,Independent House,Rural,4,Approved
HL100313,43,Government Employee,Permanent,44600,11.0,8900,4098000,25,5948000,1850000,Apartment,Urban,1,Approved
HL100314,65,Government Employee,Permanent,51900,25.8,10800,6133000,20,7662000,1529000,Villa,Urban,2,Approved
HL100315,27,Government Employee,Permanent,72400,6.0,3300,4769000,15,6472000,1703000,Apartment,Urban,2,Rejected
HL100316,32,Government Employee,Permanent,52000,9.1,4100,7887000,5,9085000,1198000,Apartment,Urban,0,Approved
HL100317,42,Self Employed,Self Employed,47400,8.0,3800,3940000,20,5460000,1520000,Apartment,Urban,1,Rejected
HL100318,42,Government Employee,Permanent,50800,21.0,9400,3879000,20,4583000,704000,Plot,Semi Urban,1,Rejected
HL100319,56,Professional,Contract,93200,11.2,12300,8007000,5,11048000,3041000,Apartment,Rural,1,Approved
HL100320,32,Professional,Permanent,46200,5.5,5900,2617000,10,4825000,2208000,Independent House,Urban,1,Approved
HL100321,46,Private Employee,Permanent,51200,13.5,8300,6748000,5,8173000,1425000,Villa,Semi Urban,2,Rejected
HL100322,48,Government Employee,Permanent,51700,10.0,3700,2588000,15,4739000,2151000,Plot,Rural,0,Approved
HL100323,44,Private Employee,Permanent,79900,23.0,18300,6582000,5,8885000,2303000,Apartment,Urban,0,Approved
HL100324,29,Business Owner,Business,64700,2.9,7800,4107000,15,4890000,783000,Plot,Semi Urban,2,Approved
HL100325,51,Private Employee,Contract,122200,12.7,6300,6464000,20,7662000,1198000,Apartment,Rural,1,Approved
HL100326,49,Business Owner,Business,63100,25.3,6400,2929000,15,4957000,2028000,Villa,Semi Urban,2,Approved
HL100327,43,Private Employee,Permanent,48700,7.2,10600,2922000,10,3946000,1024000,Independent House,Urban,0,Approved
HL100328,40,Private Employee,Permanent,50200,3.1,4300,3502000,20,4243000,741000,Builder Floor,Rural,2,Rejected
HL100329,40,Government Employee,Permanent,28500,9.7,5600,2222000,25,2791000,569000,Builder Floor,Semi Urban,3,Rejected
HL100330,37,Self Employed,Self Employed,34000,3.3,2400,3169000,15,4250000,1081000,Plot,Urban,2,Approved
HL100331,44,Salaried,Permanent,42700,4.4,2500,3487000,15,4467000,980000,Builder Floor,Urban,3,Approved
HL100332,38,Self Employed,Self Employed,90300,1.1,15600,5910000,20,7856000,1946000,Apartment,Urban,1,Approved
HL100333,30,Business Owner,Business,66700,0.7,3300,3740000,15,5861000,2121000,Villa,Urban,0,Approved
HL100334,29,Salaried,Permanent,43600,0.7,8100,3770000,15,4332000,562000,Apartment,Urban,1,Rejected
HL100335,31,Private Employee,Permanent,94100,10.0,13900,7764000,20,10658000,2894000,Apartment,Urban,1,Approved
HL100336,40,Salaried,Contract,108900,1.6,5500,7130000,15,9073000,1943000,Independent House,Semi Urban,3,Rejected
HL100337,38,Self Employed,Self Employed,95300,3.5,10900,8038000,25,9803000,1765000,Plot,Semi Urban,1,Rejected
HL100338,40,Salaried,Permanent,36900,8.2,2800,4508000,25,6493000,1985000,Plot,Urban,1,Approved
HL100339,43,Professional,Permanent,49900,15.5,7400,4815000,15,5368000,553000,Builder Floor,Urban,3,Rejected
HL100340,32,Salaried,Permanent,122500,8.3,33200,11396000,15,11996000,600000,Independent House,Urban,1,Rejected
HL100341,51,Professional,Permanent,69400,7.6,6300,7896000,30,10362000,2466000,Builder Floor,Urban,2,Approved
HL100342,36,Business Owner,Business,60000,7.4,9800,5420000,20,6851000,1431000,Builder Floor,Semi Urban,1,Rejected
HL100343,34,Private Employee,Permanent,74900,5.5,9100,5681000,30,6396000,715000,Plot,Urban,4,Approved
HL100344,42,Self Employed,Self Employed,85200,10.0,10400,9355000,25,10204000,849000,Apartment,Rural,0,Approved
HL100345,22,Self Employed,Self Employed,41900,0.5,4500,4050000,15,6475000,2425000,Independent House,Urban,2,Rejected
HL100346,31,Professional,Contract,68800,6.2,3500,9285000,15,12498000,3213000,Plot,Urban,2,Approved
HL100347,47,Salaried,Contract,82200,7.8,12100,8400000,10,10791000,2391000,Builder Floor,Rural,4,Rejected
HL100348,22,Private Employee,Permanent,32100,1.0,3100,2735000,25,4525000,1790000,Apartment,Urban,4,Rejected
HL100349,48,Salaried,Permanent,54500,9.7,2600,5765000,15,8257000,2492000,Apartment,Urban,3,Approved
HL100350,52,Private Employee,Permanent,32800,31.0,6600,2574000,20,4031000,1457000,Apartment,Urban,0,Approved
HL100351,35,Salaried,Contract,34800,4.4,4500,4563000,20,5219000,656000,Apartment,Semi Urban,1,Rejected
HL100352,41,Private Employee,Permanent,42000,10.0,4300,5075000,25,5784000,709000,Plot,Urban,3,Rejected
HL100353,48,Private Employee,Permanent,67200,11.4,15300,4876000,25,6673000,1797000,Apartment,Semi Urban,2,Approved
HL100354,34,Private Employee,Permanent,46900,6.3,0,2482000,10,3323000,841000,Apartment,Semi Urban,3,Approved
HL100355,46,Private Employee,Permanent,40500,23.0,9000,2874000,15,4227000,1353000,Villa,Rural,3,Approved
HL100356,32,Self Employed,Self Employed,55400,4.5,2700,5916000,20,6498000,582000,Independent House,Semi Urban,1,Rejected
HL100357,34,Self Employed,Self Employed,32300,2.4,4400,3344000,25,4621000,1277000,Apartment,Semi Urban,0,Rejected
HL100358,31,Private Employee,Contract,65700,3.0,4800,3998000,25,5705000,1707000,Independent House,Semi Urban,1,Approved
HL100359,41,Private Employee,Permanent,90100,8.1,4200,10476000,20,14857000,4381000,Independent House,Urban,2,Approved
HL100360,48,Professional,Contract,60100,14.3,13500,3486000,25,4290000,804000,Builder Floor,Semi Urban,2,Approved
HL100361,36,Salaried,Permanent,49500,3.8,13300,4491000,15,6081000,1590000,Plot,Semi Urban,0,Approved
HL100362,27,Salaried,Permanent,64100,1.7,6600,6562000,10,7793000,1231000,Builder Floor,Urban,2,Rejected
HL100363,28,Salaried,Contract,21700,3.8,3200,1740000,25,2166000,426000,Apartment,Semi Urban,0,Rejected
HL100364,42,Private Employee,Permanent,69000,11.7,8600,7468000,20,8649000,1181000,Plot,Urban,1,Approved
HL100365,55,Government Employee,Permanent,207800,28.4,53700,18106000,25,21537000,3431000,Independent House,Urban,1,Approved
HL100366,42,Self Employed,Self Employed,51300,6.2,0,4080000,15,5104000,1024000,Villa,Urban,2,Approved
HL100367,35,Self Employed,Self Employed,51300,9.2,7700,6885000,20,8404000,1519000,Independent House,Urban,0,Rejected
HL100368,45,Government Employee,Permanent,71900,10.2,4400,6291000,15,7483000,1192000,Apartment,Urban,2,Approved
HL100369,36,Business Owner,Business,142000,4.9,0,19679000,15,22262000,2583000,Apartment,Urban,3,Approved
HL100370,35,Self Employed,Self Employed,84000,6.1,7700,8067000,10,12947000,4880000,Plot,Urban,2,Approved
HL100371,29,Salaried,Permanent,20500,3.8,5500,1411000,25,1721000,310000,Plot,Urban,4,Rejected
HL100372,51,Government Employee,Permanent,66300,5.0,4500,7459000,15,9898000,2439000,Apartment,Semi Urban,1,Approved
HL100373,22,Government Employee,Permanent,163700,0.2,30000,23018000,15,25000000,1982000,Villa,Urban,0,Rejected
HL100374,45,Salaried,Permanent,71700,17.3,15500,5796000,15,8633000,2837000,Plot,Rural,0,Approved
HL100375,34,Salaried,Permanent,32200,4.6,3800,3526000,15,4599000,1073000,Independent House,Semi Urban,2,Rejected
HL100376,34,Professional,Contract,70700,6.9,9200,8118000,20,9954000,1836000,Apartment,Urban,0,Approved
HL100377,53,Private Employee,Permanent,30400,22.6,0,4541000,20,5573000,1032000,Builder Floor,Urban,4,Approved
HL100378,32,Government Employee,Permanent,89600,4.8,5600,6305000,20,8874000,2569000,Villa,Urban,2,Approved
HL100379,32,Self Employed,Self Employed,35200,7.3,6800,2942000,15,3097000,155000,Plot,Urban,3,Rejected
HL100380,37,Private Employee,Contract,56000,7.7,7000,7266000,20,8589000,1323000,Villa,Urban,1,Approved
HL100381,42,Professional,Permanent,42400,10.4,6300,3229000,10,4090000,861000,Plot,Semi Urban,2,Approved
HL100382,34,Self Employed,Self Employed,42400,12.6,5500,4181000,20,5289000,1108000,Apartment,Semi Urban,1,Approved
HL100383,24,Private Employee,Permanent,105700,1.2,31200,7415000,25,12794000,5379000,Builder Floor,Urban,2,Approved
HL100384,30,Government Employee,Permanent,53900,6.5,4600,4351000,20,5391000,1040000,Apartment,Semi Urban,2,Approved
HL100385,50,Professional,Permanent,48400,4.1,12000,5866000,30,8371000,2505000,Plot,Urban,1,Rejected
HL100386,39,Self Employed,Self Employed,32400,9.4,4200,1703000,10,2682000,979000,Builder Floor,Semi Urban,3,Rejected
HL100387,42,Professional,Permanent,26800,21.0,6800,1440000,25,1982000,542000,Villa,Rural,2,Rejected
HL100388,36,Salaried,Permanent,30900,15.0,700,3855000,25,4623000,768000,Independent House,Urban,2,Rejected
HL100389,32,Business Owner,Business,71200,1.6,9600,8827000,20,9999000,1172000,Apartment,Semi Urban,1,Rejected
HL100390,53,Private Employee,Permanent,84200,11.2,7500,8789000,20,12201000,3412000,Independent House,Semi Urban,0,Approved
HL100391,36,Salaried,Permanent,42100,3.2,5500,2850000,5,4396000,1546000,Independent House,Urban,0,Approved
HL100392,34,Private Employee,Permanent,109800,5.4,23900,13890000,25,18864000,4974000,Apartment,Urban,2,Rejected
HL100393,48,Self Employed,Self Employed,39200,21.7,5900,3334000,20,4894000,1560000,Apartment,Semi Urban,0,Approved
HL100394,31,Salaried,Permanent,48700,9.9,10600,4621000,20,8070000,3449000,Builder Floor,Urban,4,Approved
HL100395,33,Private Employee,Contract,33300,12.0,2200,2080000,10,2917000,837000,Apartment,Urban,4,Approved
HL100396,38,Business Owner,Business,105800,2.3,5700,9378000,10,10804000,1426000,Apartment,Semi Urban,0,Approved
HL100397,38,Government Employee,Permanent,132300,8.0,16000,13840000,30,17837000,3997000,Apartment,Urban,2,Approved
HL100398,40,Private Employee,Permanent,24500,5.5,2900,2303000,15,3435000,1132000,Villa,Urban,1,Approved
HL100399,57,Private Employee,Permanent,46400,14.3,4900,2489000,15,3112000,623000,Independent House,Rural,1,Approved
HL100400,41,Government Employee,Permanent,90900,6.4,3900,8168000,10,12385000,4217000,Plot,Urban,1,Approved
HL100401,22,Professional,Permanent,32500,0.1,7000,3813000,20,4855000,1042000,Independent House,Urban,3,Approved
HL100402,41,Self Employed,Self Employed,69900,19.9,6400,5399000,25,7168000,1769000,Apartment,Semi Urban,3,Rejected
HL100403,38,Salaried,Contract,93900,4.4,22000,10040000,30,12425000,2385000,Independent House,Urban,0,Approved
HL100404,38,Professional,Contract,64500,5.0,7800,4767000,20,6213000,1446000,Apartment,Semi Urban,1,Approved
HL100405,40,Business Owner,Business,86700,19.0,14900,9814000,15,12862000,3048000,Plot,Semi Urban,1,Rejected
HL100406,38,Government Employee,Permanent,113700,2.0,18700,14724000,10,16204000,1480000,Apartment,Urban,2,Rejected
HL100407,38,Business Owner,Business,162700,10.4,8800,18247000,15,22380000,4133000,Apartment,Urban,0,Approved
HL100408,44,Salaried,Permanent,52700,20.1,7900,6101000,20,6943000,842000,Independent House,Rural,3,Approved
HL100409,33,Professional,Contract,49000,12.0,13400,4394000,30,5408000,1014000,Apartment,Rural,4,Rejected
HL100410,29,Self Employed,Self Employed,35800,4.7,5000,3306000,10,3919000,613000,Independent House,Urban,1,Rejected
HL100411,65,Private Employee,Contract,84100,32.3,16200,8638000,15,12356000,3718000,Independent House,Urban,3,Approved
HL100412,32,Salaried,Permanent,29200,9.6,5100,3670000,20,5257000,1587000,Builder Floor,Urban,2,Rejected
