Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Loan_Purpose,Number_of_Dependents,Monthly_Household_Expenses,Monthly_Savings_Surplus,Residence_Type,Employment_Business_Stability,Loan_Approval
PL100227,54,Salaried,Permanent,25700,24.9,2400,66000,2,Home Renovation,2,10800,12600,Rented,Stable,Approved
PL100228,38,Salaried,Permanent,49800,7.1,11300,189000,2,Debt Consolidation,2,25400,14600,Rented,Stable,Rejected
PL100229,43,Professional,Permanent,21300,4.4,3000,254000,2,Medical,2,2900,15100,Owned,Unstable,Rejected
PL100230,25,Self Employed,Self Employed,47500,4.2,9600,284000,2,Debt Consolidation,1,24800,15000,Family Owned,Very Stable,Rejected
PL100231,41,Salaried,Permanent,25000,15.2,7500,189000,5,Debt Consolidation,2,13700,3500,Family Owned,Unstable,Approved
PL100232,46,Private Employee,Permanent,31800,12.4,7000,256000,1,Debt Consolidation,4,14900,9900,Family Owned,Stable,Rejected
PL100233,29,Salaried,Permanent,17900,9.0,3200,143000,5,Debt Consolidation,3,6100,8800,Owned,Stable,Approved
PL100234,39,Private Employee,Permanent,17200,14.3,1900,116000,1,Home Renovation,2,7100,7700,Rented,Unstable,Approved
PL100235,38,Government Employee,Permanent,22600,7.2,700,209000,3,Medical,2,12800,8100,Owned,Very Stable,Approved
PL100236,36,Professional,Permanent,52000,16.0,9800,499000,1,Other Personal,0,26700,16200,Family Owned,Moderate,Approved
PL100237,48,Private Employee,Permanent,52600,28.0,13100,445000,1,Consumer Purchase,0,25500,15400,Rented,Moderate,Approved
PL100238,35,Private Employee,Permanent,37400,1.1,0,133000,1,Debt Consolidation,2,19100,17800,Family Owned,Stable,Approved
PL100239,42,Self Employed,Self Employed,67500,17.1,16700,600000,1,Medical,2,33800,17500,Rented,Stable,Approved
PL100240,45,Professional,Permanent,30700,9.5,7200,240000,4,Debt Consolidation,1,10500,11500,Family Owned,Stable,Approved
PL100241,21,Private Employee,Permanent,23800,0.3,0,86000,2,Home Renovation,2,9900,12900,Owned,Stable,Rejected
PL100242,35,Private Employee,Permanent,26500,15.0,3400,220000,2,Home Renovation,2,15200,7000,Family Owned,Stable,Approved
PL100243,30,Professional,Permanent,41300,6.3,7100,99000,2,Emergency,0,17600,16300,Family Owned,Stable,Approved
PL100244,32,Salaried,Permanent,28000,4.1,3000,183000,2,Other Personal,2,7400,17400,Rented,Stable,Approved
PL100245,29,Professional,Permanent,60900,5.5,18000,387000,3,Medical,2,18800,25000,Owned,Stable,Rejected
PL100246,31,Business Owner,Business,25800,4.4,7000,179000,3,Travel,0,7900,10100,Rented,Moderate,Rejected
PL100247,21,Salaried,Permanent,51000,1.0,4600,504000,1,Medical,2,13000,36800,Family Owned,Moderate,Approved
PL100248,30,Salaried,Permanent,40700,2.4,3200,193000,2,Debt Consolidation,0,11900,25500,Owned,Moderate,Approved
PL100249,25,Self Employed,Self Employed,44300,1.3,7900,311000,2,Home Renovation,4,30000,7000,Family Owned,Moderate,Approved
PL100250,28,Government Employee,Permanent,20300,1.2,3700,157000,4,Emergency,0,8100,9800,Owned,Stable,Rejected
PL100251,41,Government Employee,Permanent,14000,20.1,800,84000,2,Consumer Purchase,2,9000,4100,Owned,Very Stable,Rejected
PL100252,47,Salaried,Permanent,34200,16.9,2400,407000,1,Travel,1,19500,10900,Owned,Stable,Approved
PL100253,39,Professional,Permanent,25000,18.9,200,252000,1,Emergency,2,6400,17400,Owned,Moderate,Rejected
PL100254,39,Self Employed,Self Employed,38100,4.4,5200,417000,2,Home Renovation,1,13700,21500,Owned,Stable,Rejected
PL100255,28,Private Employee,Permanent,40300,3.1,3200,103000,5,Medical,2,11900,24500,Rented,Stable,Rejected
PL100256,28,Private Employee,Contract,25200,3.6,800,143000,3,Consumer Purchase,0,12700,11100,Family Owned,Unstable,Approved
PL100257,35,Private Employee,Permanent,22400,11.3,3200,201000,3,Travel,2,9700,9600,Rented,Very Stable,Rejected
PL100258,35,Private Employee,Contract,33000,0.7,9400,292000,4,Travel,4,6800,17200,Family Owned,Moderate,Rejected
PL100259,41,Salaried,Permanent,14000,8.6,0,112000,2,Medical,0,5300,9500,Family Owned,Unstable,Rejected
PL100260,39,Private Employee,Permanent,26900,19.0,3100,190000,1,Wedding,3,11600,12000,Family Owned,Stable,Approved
PL100261,39,Business Owner,Business,30800,17.0,2500,328000,2,Home Renovation,2,14200,14600,Rented,Stable,Approved
PL100262,52,Salaried,Permanent,40100,32.0,3900,425000,1,Other Personal,1,10800,25000,Owned,Moderate,Approved
PL100263,35,Salaried,Permanent,21500,1.6,4000,188000,2,Wedding,2,7400,10400,Rented,Unstable,Approved
PL100264,41,Government Employee,Permanent,31000,14.5,2300,255000,2,Travel,2,13400,15600,Owned,Moderate,Approved
PL100265,49,Professional,Contract,45800,12.7,4900,327000,1,Wedding,2,20100,21000,Rented,Stable,Approved
PL100266,38,Private Employee,Permanent,37700,5.2,4500,118000,2,Home Renovation,0,10700,24800,Rented,Stable,Approved
PL100267,34,Private Employee,Permanent,46300,1.9,9900,96000,4,Medical,2,18800,19800,Owned,Stable,Approved
PL100268,25,Government Employee,Permanent,20700,2.7,1200,56000,3,Home Renovation,2,7500,11300,Family Owned,Stable,Approved
PL100269,24,Salaried,Permanent,25700,4.0,4800,232000,2,Wedding,3,13600,7200,Owned,Stable,Rejected
PL100270,42,Self Employed,Self Employed,36100,11.2,7100,101000,1,Medical,1,13700,14300,Owned,Very Stable,Approved
PL100271,37,Self Employed,Self Employed,21000,7.0,3900,228000,2,Medical,2,10400,7800,Rented,Stable,Rejected
PL100272,42,Salaried,Permanent,27500,9.3,400,211000,3,Home Renovation,1,14700,11700,Owned,Very Stable,Rejected
PL100273,33,Professional,Permanent,50300,11.7,8200,427000,1,Wedding,2,25600,18500,Rented,Moderate,Approved
PL100274,29,Private Employee,Permanent,34500,1.9,6200,163000,2,Debt Consolidation,2,18700,11100,Rented,Stable,Rejected
PL100275,26,Business Owner,Business,42800,2.3,3100,203000,3,Debt Consolidation,1,16500,21700,Owned,Unstable,Approved
PL100276,37,Professional,Permanent,66200,10.1,14900,657000,2,Travel,4,16600,31400,Rented,Unstable,Approved
PL100277,31,Self Employed,Self Employed,27000,5.4,4500,315000,3,Emergency,4,6800,14100,Rented,Stable,Rejected
PL100278,30,Professional,Permanent,64000,1.2,9600,356000,4,Medical,4,31200,25200,Rented,Moderate,Approved
PL100279,53,Government Employee,Permanent,28000,15.4,4100,295000,2,Debt Consolidation,3,19600,4900,Rented,Moderate,Rejected
PL100280,46,Business Owner,Business,16900,9.9,3100,186000,3,Other Personal,3,5600,8500,Family Owned,Stable,Rejected
PL100281,31,Self Employed,Self Employed,36000,2.9,2200,105000,5,Wedding,0,22100,13000,Rented,Moderate,Approved
PL100282,44,Self Employed,Self Employed,26600,16.0,2200,211000,3,Wedding,1,6000,17900,Rented,Very Stable,Approved
PL100283,31,Salaried,Permanent,17100,6.9,3000,88000,5,Consumer Purchase,4,7400,6600,Rented,Stable,Rejected
PL100284,42,Private Employee,Permanent,24100,21.7,5800,44000,3,Consumer Purchase,2,4900,15200,Owned,Stable,Approved
PL100285,42,Salaried,Permanent,22800,5.7,2900,195000,5,Consumer Purchase,2,7300,13000,Rented,Moderate,Approved
PL100286,21,Government Employee,Permanent,42600,0.3,2600,396000,3,Travel,1,11300,26500,Rented,Unstable,Approved
PL100287,34,Salaried,Permanent,69700,1.8,10200,544000,5,Wedding,2,39600,21900,Owned,Moderate,Rejected
PL100288,37,Government Employee,Permanent,37600,1.4,7900,258000,1,Other Personal,1,25700,6000,Rented,Stable,Approved
PL100289,30,Private Employee,Permanent,39000,2.6,7100,443000,5,Debt Consolidation,2,6800,24100,Family Owned,Moderate,Rejected
PL100290,31,Government Employee,Permanent,22700,2.6,6400,73000,5,Travel,3,6700,10600,Family Owned,Moderate,Rejected
PL100291,33,Private Employee,Permanent,24000,2.4,5500,279000,1,Consumer Purchase,1,17800,800,Family Owned,Stable,Rejected
PL100292,33,Government Employee,Permanent,39700,5.3,9400,298000,5,Debt Consolidation,3,26500,3300,Owned,Moderate,Approved
PL100293,26,Salaried,Contract,39800,0.4,7100,440000,1,Debt Consolidation,3,19800,12400,Rented,Stable,Rejected
PL100294,33,Business Owner,Business,54300,9.6,9000,590000,5,Wedding,0,20500,25400,Rented,Very Stable,Rejected
PL100295,26,Private Employee,Permanent,27500,2.5,0,59000,2,Home Renovation,3,7800,19100,Owned,Moderate,Approved
PL100296,38,Salaried,Permanent,24400,4.9,3600,205000,3,Debt Consolidation,2,8700,11900,Owned,Unstable,Approved
PL100297,23,Self Employed,Self Employed,91600,0.5,16800,742000,2,Wedding,2,29800,47800,Rented,Very Stable,Approved
PL100298,24,Self Employed,Self Employed,48200,0.2,3100,259000,5,Emergency,2,26900,18800,Family Owned,Stable,Approved
PL100299,50,Government Employee,Permanent,46100,7.6,3900,237000,3,Travel,0,17400,25700,Owned,Very Stable,Approved
PL100300,47,Private Employee,Contract,18900,4.4,2700,140000,5,Home Renovation,3,8400,7400,Rented,Moderate,Approved
PL100301,47,Private Employee,Permanent,36100,4.0,0,295000,1,Emergency,1,28200,7700,Family Owned,Stable,Rejected
PL100302,39,Salaried,Permanent,55200,6.8,14000,175000,2,Medical,1,22600,19700,Family Owned,Moderate,Approved
PL100303,42,Salaried,Contract,45800,18.9,0,485000,3,Wedding,2,18700,27500,Family Owned,Stable,Approved
PL100304,58,Salaried,Permanent,49400,8.5,500,336000,2,Home Renovation,0,28800,21500,Family Owned,Stable,Approved
PL100305,21,Private Employee,Permanent,29000,0.6,5200,155000,3,Emergency,4,15400,8600,Rented,Very Stable,Rejected
PL100306,39,Salaried,Permanent,20700,11.0,6100,212000,1,Consumer Purchase,1,9900,4000,Rented,Stable,Rejected
PL100307,48,Salaried,Permanent,25600,6.8,5600,272000,1,Travel,1,4500,15900,Rented,Very Stable,Approved
PL100308,25,Private Employee,Contract,39100,0.9,9700,82000,1,Medical,2,27900,0,Owned,Stable,Approved
PL100309,31,Government Employee,Permanent,26400,2.2,4000,173000,3,Consumer Purchase,1,13900,8500,Rented,Moderate,Rejected
PL100310,27,Salaried,Permanent,47900,5.1,5400,424000,3,Consumer Purchase,2,25000,19600,Rented,Moderate,Approved
PL100311,25,Private Employee,Permanent,34700,5.0,1500,171000,1,Medical,2,20900,12000,Family Owned,Stable,Approved
PL100312,21,Self Employed,Self Employed,31300,0.5,5200,257000,2,Travel,0,18000,7200,Family Owned,Stable,Approved
PL100313,38,Self Employed,Self Employed,31400,7.9,9200,114000,3,Debt Consolidation,2,12300,10100,Owned,Stable,Approved
PL100314,44,Salaried,Permanent,15500,10.8,0,65000,2,Debt Consolidation,1,10800,5000,Owned,Moderate,Rejected
PL100315,39,Salaried,Permanent,19200,19.0,3300,157000,3,Travel,1,6500,9100,Owned,Very Stable,Rejected
PL100316,32,Salaried,Contract,55100,1.5,8700,285000,3,Emergency,2,7500,39400,Rented,Unstable,Approved
PL100317,35,Self Employed,Self Employed,29300,4.9,10200,240000,1,Consumer Purchase,2,11100,8700,Owned,Unstable,Rejected
PL100318,34,Government Employee,Permanent,26700,14.0,5600,141000,3,Emergency,2,6300,13500,Rented,Stable,Approved
PL100319,48,Private Employee,Permanent,18300,19.3,2800,70000,4,Medical,1,8500,7200,Owned,Moderate,Rejected
PL100320,31,Self Employed,Self Employed,41100,3.3,10400,100000,4,Consumer Purchase,1,13100,17600,Rented,Stable,Approved
PL100321,42,Private Employee,Contract,14000,14.3,1400,161000,1,Home Renovation,2,6300,6000,Family Owned,Moderate,Rejected
PL100322,60,Salaried,Permanent,39900,26.4,11300,433000,5,Consumer Purchase,2,15100,14400,Family Owned,Unstable,Rejected
PL100323,37,Business Owner,Business,14000,3.8,0,127000,2,Debt Consolidation,4,6400,8400,Owned,Stable,Approved
PL100324,21,Government Employee,Permanent,32100,0.6,2700,191000,2,Consumer Purchase,2,9900,18600,Family Owned,Very Stable,Rejected
PL100325,57,Salaried,Permanent,48600,12.1,6700,368000,3,Other Personal,2,16500,26600,Family Owned,Moderate,Approved
PL100326,25,Business Owner,Business,28300,1.9,9100,172000,3,Medical,2,5500,12000,Rented,Unstable,Rejected
PL100327,45,Self Employed,Self Employed,31300,7.7,600,352000,4,Consumer Purchase,2,14600,14500,Rented,Moderate,Rejected
PL100328,43,Salaried,Permanent,54500,14.8,11500,280000,3,Home Renovation,2,29000,14500,Family Owned,Very Stable,Rejected
PL100329,32,Self Employed,Self Employed,16300,12.0,2700,114000,4,Consumer Purchase,3,8400,4100,Owned,Stable,Rejected
PL100330,26,Private Employee,Contract,28800,4.2,500,173000,3,Medical,0,9300,18700,Family Owned,Unstable,Approved
PL100331,49,Salaried,Permanent,23500,6.4,2500,212000,1,Home Renovation,0,11000,9700,Family Owned,Moderate,Approved
PL100332,33,Government Employee,Permanent,29900,4.7,5800,138000,1,Home Renovation,4,9900,15100,Rented,Very Stable,Approved
PL100333,23,Private Employee,Permanent,30800,0.4,2600,322000,1,Debt Consolidation,0,10800,15800,Rented,Unstable,Rejected
PL100334,44,Private Employee,Permanent,49900,8.1,8500,193000,3,Consumer Purchase,2,6600,34500,Rented,Moderate,Approved
PL100335,39,Private Employee,Permanent,16800,19.0,2700,153000,2,Travel,3,7600,6400,Rented,Very Stable,Rejected
PL100336,21,Salaried,Permanent,39300,0.7,5900,281000,1,Medical,1,17000,15200,Family Owned,Stable,Approved
PL100337,43,Private Employee,Contract,67900,4.7,15700,447000,2,Wedding,1,32000,18800,Owned,Stable,Approved
PL100338,37,Salaried,Permanent,25200,4.2,0,232000,2,Consumer Purchase,0,18700,6400,Owned,Stable,Rejected
PL100339,42,Private Employee,Permanent,36100,14.8,0,406000,2,Home Renovation,3,9100,29000,Rented,Unstable,Approved
PL100340,57,Private Employee,Permanent,21300,7.3,0,136000,2,Home Renovation,1,12800,7900,Rented,Stable,Approved
PL100341,26,Salaried,Contract,72900,3.4,9100,305000,5,Other Personal,1,35600,27300,Rented,Stable,Approved
PL100342,37,Private Employee,Permanent,14000,2.0,1100,53000,3,Home Renovation,3,4700,9000,Rented,Unstable,Approved
PL100343,35,Self Employed,Self Employed,29900,1.9,5200,56000,2,Emergency,1,16300,8500,Rented,Unstable,Rejected
PL100344,42,Government Employee,Permanent,32100,6.7,4000,109000,3,Travel,1,13600,14200,Family Owned,Moderate,Approved
PL100345,30,Government Employee,Permanent,14000,4.4,800,146000,2,Medical,1,6500,7300,Rented,Moderate,Rejected
PL100346,39,Private Employee,Contract,16900,2.8,3600,84000,3,Medical,2,5200,7400,Family Owned,Moderate,Rejected
PL100347,48,Salaried,Permanent,23400,9.3,3800,220000,3,Medical,2,8900,11300,Owned,Stable,Rejected
PL100348,53,Private Employee,Permanent,27000,8.2,1400,210000,3,Travel,4,6800,17000,Owned,Moderate,Approved
PL100349,40,Salaried,Permanent,34100,19.3,3600,323000,1,Other Personal,1,18000,11000,Family Owned,Stable,Approved
PL100350,24,Self Employed,Self Employed,14000,0.7,2000,69000,2,Debt Consolidation,2,9600,2600,Rented,Stable,Rejected
PL100351,45,Professional,Permanent,45000,16.7,17700,492000,1,Consumer Purchase,1,15400,10700,Family Owned,Moderate,Approved
PL100352,21,Salaried,Permanent,27100,0.3,4900,120000,4,Travel,3,12800,9000,Owned,Moderate,Rejected
PL100353,21,Private Employee,Permanent,34400,0.2,500,161000,3,Wedding,3,11700,21300,Owned,Unstable,Approved
PL100354,28,Salaried,Permanent,28000,5.8,7000,268000,5,Consumer Purchase,0,5100,16000,Rented,Moderate,Approved
PL100355,26,Salaried,Permanent,21800,2.4,4800,84000,5,Home Renovation,0,8200,10100,Rented,Moderate,Rejected
PL100356,37,Private Employee,Permanent,45200,14.1,11200,432000,3,Wedding,0,18800,12500,Rented,Moderate,Rejected
PL100357,44,Salaried,Contract,56300,4.0,0,460000,4,Debt Consolidation,0,31800,23000,Family Owned,Moderate,Approved
PL100358,39,Business Owner,Business,59100,10.3,5200,531000,3,Home Renovation,1,31100,22900,Owned,Stable,Rejected
PL100359,21,Professional,Permanent,39600,0.3,0,288000,2,Emergency,4,18200,20500,Rented,Stable,Approved
PL100360,22,Self Employed,Self Employed,19300,0.1,4800,151000,2,Wedding,3,9500,5200,Owned,Stable,Rejected
PL100361,34,Self Employed,Self Employed,26700,4.4,1800,186000,1,Medical,0,4700,21000,Family Owned,Moderate,Approved
PL100362,35,Business Owner,Business,22300,12.8,0,150000,1,Travel,4,18600,3200,Owned,Moderate,Rejected
PL100363,43,Government Employee,Permanent,26000,10.1,6800,61000,2,Emergency,2,4500,13800,Owned,Stable,Approved
PL100364,42,Professional,Permanent,17500,12.1,3800,39000,3,Home Renovation,0,11000,3300,Rented,Moderate,Rejected
PL100365,40,Salaried,Contract,60600,8.5,2800,96000,5,Wedding,3,16600,42400,Rented,Moderate,Approved
PL100366,27,Private Employee,Permanent,32500,1.3,5600,186000,3,Home Renovation,2,13800,13700,Rented,Moderate,Rejected
PL100367,21,Private Employee,Contract,23100,0.4,4200,255000,3,Other Personal,4,13900,5100,Rented,Stable,Rejected
PL100368,24,Government Employee,Permanent,41500,1.1,2900,390000,4,Medical,4,27400,12700,Owned,Stable,Rejected
PL100369,47,Business Owner,Business,26500,3.0,8300,41000,3,Consumer Purchase,1,10900,6700,Owned,Moderate,Rejected
PL100370,58,Salaried,Permanent,32400,11.6,7100,80000,3,Medical,3,10700,15200,Family Owned,Stable,Approved
PL100371,21,Salaried,Permanent,21600,0.3,1100,143000,1,Consumer Purchase,2,6000,15300,Family Owned,Moderate,Rejected
PL100372,22,Private Employee,Contract,20800,1.3,1100,59000,1,Consumer Purchase,1,7400,12800,Owned,Moderate,Approved
PL100373,49,Professional,Permanent,50700,7.4,6400,361000,2,Emergency,4,16200,29500,Owned,Moderate,Approved
PL100374,36,Self Employed,Self Employed,42700,4.6,3400,72000,2,Consumer Purchase,0,27100,11300,Rented,Stable,Approved
PL100375,43,Self Employed,Self Employed,57400,2.7,8800,551000,2,Home Renovation,3,16200,32700,Owned,Stable,Approved
PL100376,24,Private Employee,Contract,27900,2.8,1600,253000,5,Travel,0,6300,18500,Owned,Stable,Approved
PL100377,34,Private Employee,Contract,31400,7.1,6400,375000,2,Debt Consolidation,2,10300,14200,Owned,Moderate,Rejected
PL100378,52,Self Employed,Self Employed,40500,21.6,5400,246000,2,Debt Consolidation,2,27500,7800,Rented,Moderate,Approved
PL100379,34,Business Owner,Business,24500,6.3,1700,42000,4,Other Personal,0,7700,15400,Family Owned,Very Stable,Approved
PL100380,35,Salaried,Permanent,18400,2.8,4200,158000,2,Travel,0,9200,5400,Owned,Unstable,Rejected
PL100381,42,Salaried,Permanent,39900,12.0,4700,362000,3,Medical,2,21100,14600,Rented,Stable,Approved
PL100382,49,Private Employee,Permanent,25900,5.0,6600,219000,3,Debt Consolidation,1,6700,12600,Owned,Moderate,Rejected
PL100383,40,Professional,Contract,29100,15.8,1400,269000,3,Consumer Purchase,4,12400,14100,Rented,Stable,Rejected
PL100384,39,Business Owner,Business,62100,8.7,16800,731000,3,Emergency,2,26900,18100,Owned,Moderate,Rejected
PL100385,29,Self Employed,Self Employed,25100,0.6,3400,72000,1,Home Renovation,1,12500,9200,Rented,Stable,Approved
PL100386,42,Government Employee,Permanent,37600,15.6,5800,146000,2,Home Renovation,1,20300,8900,Family Owned,Unstable,Rejected
PL100387,40,Private Employee,Permanent,31300,3.3,7700,258000,3,Consumer Purchase,3,10300,14900,Rented,Unstable,Rejected
PL100388,42,Private Employee,Permanent,33900,12.6,0,110000,1,Medical,4,12600,22900,Family Owned,Stable,Approved
PL100389,44,Private Employee,Permanent,15100,1.6,4000,61000,1,Debt Consolidation,1,6200,4800,Rented,Very Stable,Approved
PL100390,45,Private Employee,Permanent,40500,18.9,14100,227000,2,Other Personal,1,32100,-5300,Owned,Moderate,Rejected
PL100391,40,Private Employee,Permanent,66100,10.7,0,435000,1,Home Renovation,2,15200,52500,Family Owned,Moderate,Approved
PL100392,29,Business Owner,Business,59400,1.3,12500,131000,4,Debt Consolidation,0,23600,25400,Rented,Stable,Approved
PL100393,43,Government Employee,Permanent,30000,3.2,100,285000,1,Debt Consolidation,2,13400,18400,Owned,Stable,Approved
PL100394,45,Salaried,Permanent,76900,3.8,10700,845000,1,Debt Consolidation,0,22800,47000,Rented,Stable,Rejected
PL100395,38,Salaried,Permanent,55100,18.0,9900,219000,3,Travel,4,28700,17200,Family Owned,Stable,Approved
PL100396,32,Self Employed,Self Employed,30500,5.0,6300,248000,3,Consumer Purchase,0,9000,15000,Family Owned,Very Stable,Approved
PL100397,39,Business Owner,Business,66300,3.7,6400,724000,4,Wedding,1,27300,34800,Owned,Unstable,Rejected
